subjectCode,courseNumber,courseTitle,creditNarrative,prereqNarrative
PHIL,23,Philosophy of Cognitive Science,5.0,
PHIL,24,Introduction to Ethics: Contemporary Moral Issues,5.0,
PHIL,26,Existentialism and After,5.0,
PHIL,27,Business Ethics,5.0,
PHIL,28,Environmental Ethics,5.0,
PHIL,30S,Introductory Topics in Value Theory,5.0,
PHIL,31S,Introductory Topics in Metaphysics and Epistemology,5.0,
PHIL,32S,Introductory Topics in the Philosophy of Mind,5.0,
PHIL,33S,Introductory Topics in the Philosophy of Science,5.0,
PHIL,34S,Introductory Topics in the Philosophy of Language,5.0,
PHIL,35S,Introductory Topics in the History of Philosophy,5.0,
PHIL,36S,Introductory Topics in Philosophy and Contemporary Culture,5.0,
PHIL,80C,Philosophy of Sex and Love,5.0,
PHIL,80E,Latin American Philosophy,5.0,
PHIL,80M,Science and Society,5.0,
PHIL,80S,The Nature of Science,5.0,
PHIL,99,Tutorial,5.0,
PHIL,100A,Ancient Greek Philosophy,5.0,Prerequisite(s): PHIL 8 or PHIL 9; one course from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and satisfaction of the Entry Level Writing and Composition requirements.
PHIL,100B,The Rationalists,5.0,Prerequisite(s): PHIL 8 or PHIL 9; one course from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and satisfaction of the Entry Level Writing and Composition requirements.
PHIL,100C,The Empiricists,5.0,Prerequisite(s): PHIL 8 or PHIL 9; one course from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or PHIL 80G or PHIL 80M or PHIL 80S; and satisfaction of the Entry Level Writing and Composition requirements.
PHIL,106,Kant,5.0,Prerequisite(s): PHIL 9; one course from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,107,Nineteenth-Century Philosophy,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,108,Phenomenology,5.0,"[""OR"", [""OR"", [""OR"", [""AND"", ""PHIL 9"", ""PHIL 11""], [""OR"", ""PHIL 22"", [""AND"", ""PHIL 24"", ""PHIL 100A""]]], ""PHIL 100B""], ""PHIL 100C""]"
PHIL,110,Existentialism,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,111,Continental Philosophy,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,112,American Philosophy,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,113,The History of Analytic Philosophy,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,114,Probability and Confirmation,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,116,"Logic, Sets, and Functions",5.0,"Prerequisite(s): PHIL 9; one from PHIL 11, PHIL 22, PHIL 23, PHIL 24, PHIL 80E, BME 80G/PHIL 80G, PHIL 80M, PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C."
PHIL,117,Non-Classical Logic,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,118,Stoic Ethics,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,119,Intermediate Logic,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,121,Epistemology,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,122,Metaphysics,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,123,Philosophy of Language,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,124,Other Minds,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,125,Philosophy of Science,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,126,Philosophy of Social Sciences,5.0,Prerequisite(s): PHIL 9; one from course PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,127,Philosophy of Biology,5.0,"[""OR"", [""OR"", [""OR"", [""AND"", ""PHIL 9"", ""PHIL 11""], [""OR"", ""PHIL 22"", [""AND"", ""PHIL 24"", ""PHIL 100A""]]], ""PHIL 100B""], ""PHIL 100C""]"
PHIL,133,Philosophy of Mind,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,135,Philosophy of Psychology,5.0,"Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C. Enrollment is restricted to sophomores, juniors, and seniors."
PHIL,140,History of Ethics,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,142,Advanced Ethics,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,143,Applied Ethics: Ethics Bowl,5.0,
PHIL,144,Topics in Social and Political Philosophy,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,147,Topics in Feminist Philosophy,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,148,The Holocaust and Philosophy,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C. Enrollment is restricted to juniors and seniors.
PHIL,152,Aesthetics,5.0,Prerequisite(s): PHIL 9; one from PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,153,Philosophy of Race,5.0,Prerequisite(s): PHIL 9; one from course PHIL 11 or PHIL 22 or PHIL 23 or PHIL 24 or PHIL 80E or BME 80G/PHIL 80G or PHIL 80M or PHIL 80S; and PHIL 100A or PHIL 100B or PHIL 100C.
PHIL,190,Senior Seminar,5.0,
PHIL,195A,Senior Essay,5.0,
PHIL,195B,Senior Essay,5.0,
PHIL,199,Tutorial,5.0,
PHIL,199F,Tutorial,2.0,
PHYE,5A,Aquatics: Non-Swimmer Swimming Level I,0.0,
PHYE,5B,Aquatics: Swimming Level I,0.0,
PHYE,5C,Aquatics: Swimming Level II,0.0,
PHYE,5E,Aquatics: Lifeguard Training (LT),0.0,
PHYE,5G,Aquatics: Swimming/Conditioning,0.0,
PHYE,5R,Aquatics: Basic Scuba Diving,0.0,
PHYE,5S,Aquatics: Advanced Scuba Diving,0.0,
PHYE,5T,Scuba Rescue Diving,0.0,
PHYE,9B,Boating: Beginning Dinghy Sailing,0.0,
PHYE,9C,Boating: Intermediate Dinghy Sailing,0.0,Prerequisite(s): PHYE 9B or equivalent skills.
PHYE,9D,Boating: Advanced Dinghy Sailing,0.0,Prerequisite(s): PHYE 9C or equivalent skills.
PHYE,9H,Boating: Basic Rowing,0.0,
PHYE,9J,Boating: Intermediate Rowing,0.0,Prerequisite(s): successful completion of PHYE 9H or equivalent skills.
PHYE,9K,Boating: Ocean Kayaking,0.0,
PHYE,9S,Boating: Beginning Keelboat Sailing,0.0,Prerequisite(s): PHYE 9C or equivalent skills.
PHYE,9T,Boating: Intermediate Keelboat Sailing,0.0,"""PHYE 9S"""
PHYE,9X,Boating: Advanced Keelboat Sailing,0.0,
PHYE,15B,Court Sports: Basketball,0.0,
PHYE,15N,Court Sports: Tennis,0.0,
PHYE,15S,Court Sports: Sand Volleyball,0.0,
PHYE,15T,Court Sports: Volleyball,0.0,
PHYE,30J,Fitness Activities: Strength Training,0.0,
PHYE,30L,Fitness Activities: Yoga Exercises,0.0,
PHYE,43A,Martial Arts: Aikido I,0.0,
PHYE,43B,Martial Arts: Aikido II,0.0,
PHYS,1A,Physics for Everyone,5.0,
PHYS,1B,Physics for Everyone,5.0,
PHYS,2,The Physicist's Toolbox,2.0,Enrollment is restricted to first-year and second-year students.
PHYS,5A,Introduction to Physics I,5.0,"Prerequisite(s): MATH 19A or MATH 20A. Concurrent enrollment in PHYS 5L, and either MATH 19B or MATH 20B, is required."
PHYS,5B,Introduction to Physics II,5.0,Prerequisite(s): PHYS 5A and PHYS 5L and MATH 19A or MATH 20A; concurrent enrollment in PHYS 5M is required. Corequisite: MATH 19B or MATH 20B.
PHYS,5C,Introduction to Physics III,5.0,Prerequisite(s): PHYS 5A and MATH 19B or MATH 20B. Concurrent enrollment in PHYS 5N is required.
PHYS,5D,Introduction to Physics IV,5.0,"[""OR"", [""OR"", [""AND"", ""PHYS 5A"", ""PHYS 5L""], [""OR"", [""AND"", [""AND"", ""PHYS 6A"", ""PHYS 6L""], ""PHYS 5B""], [""AND"", ""PHYS 6B"", ""MATH 19B""]]], ""MATH 20B""]"
PHYS,5L,Introduction to Physics I Laboratory,1.0,Prerequisite(s): concurrent enrollment in PHYS 5A is required.
PHYS,5M,Introduction to Physics II Laboratory,1.0,Prerequisite(s): PHYS 5A and PHYS 5L; concurrent enrollment in PHYS 5B is required.
PHYS,5N,Introduction to Physics Laboratory III,1.0,Prerequisite(s): PHYS 5L. Concurrent enrollment in PHYS 5C is required.
PHYS,6A,Introductory Physics I,5.0,Prerequisite(s): MATH 11A or MATH 19A or MATH 20A or AM 15A. Concurrent enrollment in PHYS 6L is required.
PHYS,6B,Introductory Physics II,5.0,"[""OR"", [""OR"", [""OR"", [""OR"", [""AND"", ""PHYS 5A"", ""PHYS 5L""], [""AND"", [""AND"", ""PHYS 6A"", ""PHYS 6L""], ""MATH 11B""]], ""MATH 19B""], ""MATH 20B""], ""AM 15B""]"
PHYS,6C,Introductory Physics III,5.0,"[""OR"", [""OR"", [""OR"", [""OR"", [""AND"", ""PHYS 5A"", ""PHYS 5L""], [""AND"", [""AND"", ""PHYS 6A"", ""PHYS 6L""], ""MATH 11B""]], ""MATH 19B""], ""MATH 20B""], ""AM 15B""]"
PHYS,6L,Introductory Physics I Laboratory,1.0,Prerequisite(s): Previous or concurrent enrollment in PHYS 6A or PHYS 7A is required.
PHYS,6M,Introductory Physics II Laboratory,1.0,"Prerequisite(s): PHYS 5A, PHYS 6A, or PHYS 7A; and PHYS 5L, PHYS 6L or PHYS 7L; and previous or concurrent enrollment in PHYS 6B."
PHYS,6N,Introductory Physics III Laboratory,1.0,Prerequisite(s): PHYS 6A and PHYS 6L or PHYS 5A and PHYS 5L; previous or concurrent enrollment in PHYS 6C; PHYS 6B and PHYS 6M are recommended.
PHYS,7A,Elementary Physics I,5.0,Prerequisite(s): MATH 11A or MATH 19A or MATH 20A or AM 15A. Concurrent enrollment in PHYS 6L or PHYS 7L is required.
PHYS,7B,Elementary Physics II,5.0,"[""OR"", [""OR"", [""OR"", [""AND"", ""PHYS 7A"", ""MATH 11B""], ""MATH 19B""], ""MATH 20B""], ""AM 15B""]"
PHYS,7L,Elementary Physics Laboratory,1.0,Prerequisite(s): Concurrent enrollment in PHYS 7A is required.
PHYS,11,The Physicist in Industry,2.0,
PHYS,80A,Elementary Physics of Energy,5.0,
PHYS,80U,Physics and Psychophysics of Music,5.0,
PHYS,99,Tutorial,5.0,
PHYS,102,Modern Physics,5.0,"Prerequisite(s): PHYS 5A, PHYS 5L, PHYS 5B, PHYS 5M, PHYS 5C, PHYS 5N and PHYS 5D; or PHYS 6A, PHYS 6L, PHYS 6B, PHYS 6M, PHYS 6C, PHYS 6N, and PHYS 5D; or equivalent."
PHYS,105,Mechanics,5.0,Prerequisite(s): PHYS 5A and PHYS 5L; and PHYS 116A or MATH 21 plus MATH 24. Concurrent enrollment in PHYS 116C or MATH 107 is required.
PHYS,110A,"Electricity, Magnetism, and Optics",5.0,"[""OR"", [""OR"", [""AND"", ""PHYS 5C"", ""PHYS 116A""], [""AND"", [""AND"", ""MATH 21"", ""MATH 24""], ""PHYS 116C""]], ""MATH 107""]"
PHYS,110B,"Electricity, Magnetism, and Optics",5.0,"[""OR"", [""AND"", ""PHYS 110A"", ""PHYS 116C""], ""MATH 107""]"
PHYS,112,Thermodynamics and Statistical Mechanics,5.0,Prerequisite(s): PHYS 5D and MATH 23B. Concurrent enrollment in PHYS 102 is required.
PHYS,115,Computational Physics,5.0,"Prerequisite(s): PHYS 102 and PHYS 105; and PHYS 116A or MATH 21 and MATH 24; and PHYS 116C or MATH 107, or equivalent. Basic programming experience in Python or similar language."
PHYS,116A,Mathematical Methods in Physics,5.0,"""MATH 23A"""
PHYS,116C,Mathematical Methods in Physics,5.0,"[""OR"", ""PHYS 116A"", [""AND"", [""AND"", [""AND"", ""MATH 21"", ""MATH 24""], ""MATH 23A""], ""MATH 23B""]]"
PHYS,116D,Mathematical Methods in Physics,5.0,"[""OR"", ""PHYS 116A"", [""AND"", [""AND"", ""MATH 21"", ""MATH 24""], ""PHYS 116C""]]"
PHYS,120,Polymer Physics,5.0,"""PHYS 112"""
PHYS,129,Particle Physics and Astrophysics,5.0,"Prerequisite(s): PHYS 5D, PHYS 102, and MATH 23B; and PHYS 116A or MATH 21. Students with equivalent coursework may contact instructor for permission to enroll."
PHYS,130,Multiwavelength Astronomical Techniques,5.0,Prerequisite(s): PHYS 102; and PHYS 133; and either ASTR 19 or ASTR 119 or CSE 20.
PHYS,133,Intermediate Laboratory,5.0,"Prerequisite(s): PHYS 5C and PHYS 5D and one from CSE 5J, or CSE 14, or CSE 20, or ASTR 119, or by permission of the instructor. Enrollment is restricted to physics, applied physics, physics (astrophysics), and science education majors and physics minors."
PHYS,134,Physics Advanced Laboratory,5.0,"[""AND"", ""PHYS 133"", ""PHYS 102""]"
PHYS,135,Astrophysics Advanced Laboratory,5.0,Prerequisite(s): PHYS 133 and at least one astronomy course. Enrollment is restricted to physics (astrophysics) majors. Intended primarily for juniors and seniors majoring or minoring in astrophysics.
PHYS,135A,Astrophysics Advanced Laboratory,3.0,Prerequisite(s): PHYS 133 and at least one astronomy course. Enrollment is restricted to physics (astrophysics) majors.
PHYS,135B,Astrophysics Advanced  Laboratory,2.0,Prerequisite(s): PHYS 135A. Enrollment is restricted to physics (astrophysics) majors.
PHYS,137,Advanced Optics Laboratory,5.0,Prerequisite(s): PHYS 102 or ECE 102; and PHYS 133 or by permission of instructor.
PHYS,138,Quantum Information Science Laboratory,5.0,"Prerequisite(s): PHYS 102 and PHYS 133, or permission of the instructor. Enrollment is restricted to physics B.S. majors."
PHYS,139A,Quantum Mechanics I,5.0,"[""OR"", [""OR"", [""AND"", ""PHYS 102"", ""PHYS 116A""], [""AND"", [""AND"", ""MATH 21"", ""MATH 24""], ""PHYS 116C""]], ""MATH 107""]"
PHYS,139B,Quantum Mechanics II,5.0,"[""OR"", [""AND"", ""PHYS 102"", ""PHYS 116A""], [""OR"", [""AND"", [""AND"", ""MATH 21"", ""MATH 24""], ""PHYS 116C""], [""AND"", ""MATH 107"", ""PHYS 139A""]]]"
PHYS,150,Quantum Computing,5.0,Prerequisite(s): PHYS 116A or MATH 21 or AM 10. Enrollment is restricted to juniors and seniors.
PHYS,152,Physics and Machine Learning,5.0,Prerequisite(s): PHYS 105 and PHYS 112; and CSE 20 or ASTR 119 or PHYS 115 or prior programming experience with permission of instructor.
PHYS,156,Applications of Quantum Materials,5.0,"[""OR"", ""PHYS 102"", ""CHEM 163A""]"
PHYS,157,Frontier of Quantum Materials,5.0,Prerequisite(s): PHYS 112 and PHYS 139A; students with equivalent coursework may contact instructor for permission to enroll.
PHYS,160,Practical Electronics,5.0,"[""OR"", [""AND"", ""PHYS 5C"", ""PHYS 5N""], [""AND"", ""PHYS 6C"", ""PHYS 6N""]]"
PHYS,171,"General Relativity, Black Holes, and Cosmology",5.0,"[""OR"", [""AND"", [""AND"", [""AND"", ""PHYS 105"", ""PHYS 110A""], ""PHYS 110B""], ""PHYS 116A""], [""AND"", ""MATH 21"", ""MATH 24""]]"
PHYS,180,Biophysics,5.0,Prerequisite(s): PHYS 112; students who have a biochemistry background may contact instructor for permission. Restricted to juniors and seniors.
PHYS,182,Scientific Communication for Physicists,5.0,"Prerequisite(s): PHYS 133 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to junior and senior majors in physics, astrophysics, applied physics, or physics education."
PHYS,191,Teaching Practicum,5.0,
PHYS,192,Directed Student Teaching,5.0,
PHYS,195A,Senior Thesis I,5.0,
PHYS,195B,Senior Thesis II,5.0,
PHYS,199,Tutorial,5.0,
PHYS,199F,Tutorial,2.0,
POLI,1,"Politics: Power, Principle, Process, and Policy",5.0,
POLI,3,Keywords: Concepts in Politics,5.0,
POLI,4,Citizenship and Action,5.0,
POLI,17,U.S. and the World Economy,5.0,
POLI,20,American Politics,5.0,
POLI,21,Governing the Golden State,5.0,
POLI,60,Comparative Politics,5.0,
POLI,61,Politics of Social Policy,5.0,
POLI,70,Global Politics,5.0,
POLI,100,Politics Writing-Intensive Seminar,5.0,
POLI,101,Introduction to Research Methods,5.0,"Enrollment is restricted to sophomore, junior, and senior politics majors during first and second pass enrollment."
POLI,102,Doing Political Research,5.0,
POLI,103,Feminist Interventions,5.0,
POLI,105A,Ancient Political Thought,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,105B,Early Modern Political Thought,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,105C,Modern Political Thought,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,105D,Contemporary Political Theory: Modernity and its Discontents,5.0,
POLI,107,Politics of Aesthetics,5.0,
POLI,108,"Revolt, Rebellion, Revolution",5.0,Enrollment is restricted to politics and Latin American and Latino studies/politics combined majors during first and second pass enrollment.
POLI,110,Law and Social Issues,5.0,"Enrollment is restricted to politics, legal studies, and Latin American and Latino studies/politics combined majors during first and second pass enrollment only."
POLI,111A,Constitutional Law,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to politics and Latin American and Latino studies/politics combined majors during priority enrollment only.
POLI,113,Feminism and the Body,5.0,
POLI,114,"Thinking Green: Politics, Philosophies, and Practices of Sustainability",5.0,
POLI,115,Foundations of Political Economy,5.0,"Prerequisite(s): POLI 3; POLI 4; and either POLI 105B, POLI 105C, or POLI 120C."
POLI,117,Manufactured Truth and Narratives of Power,5.0,
POLI,118,Critical Political Thought and Critical Theory,5.0,
POLI,120A,"Congress, President, and the Court in American Politics",5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,120B,Society and Democracy in American Political Development,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,120C,State and Capitalism in American Political Development,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,121,Racism & Justice in America,5.0,Enrollment is restricted to politics majors during first and second pass enrollment.
POLI,122,"Politics, Labor, and Markets",5.0,
POLI,124,Economic Inequality in America,5.0,
POLI,125,Political Organizations in American Politics,5.0,
POLI,127,Parties and Partisanship in American Politics,5.0,
POLI,128,American Elections and Voting Behavior,5.0,
POLI,129,Policies and Politics of American Defense,5.0,Enrollment is restricted to politics and Latin American and Latino studies/politics combined majors during first and second pass enrollment.
POLI,132,California Water Law and Policy,5.0,
POLI,134,Congress: Representation and Legislation,5.0,Enrollment is restricted to politics and Latin American and Latino studies/politics combined majors during first and second pass enrollment.
POLI,135,Immigration Policy and Debate in the U.S.,5.0,
POLI,140A,European Politics,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,140C,Latin American Politics,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,140D,Politics of East Asia,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,140E,Middle East Politics,5.0,
POLI,141,Politics of China,5.0,
POLI,143,Comparative Post-Communist Politics,5.0,Enrollment is restricted to politics and Latin American and Latino studies/politics combined majors during first and second pass enrollment.
POLI,144,Andean Politics,5.0,Enrollment is restricted to politics and Latin American and Latino studies/politics combined majors during first and second pass enrollment.
POLI,146,The Politics of Sub-Saharan Africa,5.0,
POLI,147,The Politics of Territorial Conflict,5.0,
POLI,148,Social Movements,5.0,
POLI,149,Democratic Transitions,5.0,
POLI,151,Politics of Law,5.0,"Enrollment is restricted to politics, legal studies, and Latin American and Latino studies/politics combined majors during first and second pass enrollment."
POLI,153,Urban Politics,5.0,
POLI,154,The Philippines and the World,5.0,
POLI,160A,Theories of International and World Politics,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,160B,International Law,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,160C,"Security, Conflict, Violence, War",5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,160D,International Political Economy,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.
POLI,161,The Rise of China,5.0,
POLI,163,U.S. Foreign Policy,5.0,
POLI,165,Global Organization,5.0,Enrollment is restricted to politics and Latin American and Latino studies/politics combined majors during first and second pass enrollment.
POLI,166,Politics of Migration,5.0,
POLI,167,Politics of International Trade,5.0,"Enrollment is restricted to politics, and Latin American and Latino studies/politics combined majors during first and second pass enrollment."
POLI,168,Topics in International Relations and Global Politics,5.0,"Prior enrollment in POLI 160A is recommended, but not required. Enrollment is restricted to politics and Latin American and Latino studies/politics combined majors during first and second pass enrollment."
POLI,169,Politics of Development,5.0,
POLI,172,"Liberalism, the State, and the War on Terror",5.0,
POLI,174,Global Political Ecology,5.0,
POLI,175,Human Rights,5.0,Enrollment is restricted to politics and legal studies majors during first and second pass enrollment. Prior coursework in International Law (POLI 160B / LGST 160B) is recommended.
POLI,176,"Politics, Security, Energy & the Environment Along the Mighty Mekong",5.0,
POLI,182,The Power to Punish,5.0,Enrollment is restricted to politics majors during first and second pass enrollment.
POLI,184,Shariah and Political Thinking: Law and Politics in Modern Islamic Thought,5.0,Enrollment is restricted to politics majors during the first and second pass enrollment.
POLI,185,Political Psychology,5.0,
POLI,186,Global Health Politics,5.0,Enrollment is restricted to politics and Latin American and Latino studies/politics majors during first and second pass enrollment.
POLI,187,Decolonial Global Health: A View from the Middle East and Africa,5.0,
POLI,189,"Pandemics, Politics, and Global and Community Health",5.0,
POLI,189B,Global & Community Health Policy in Practice,5.0,
POLI,190A,The Manufacture of Consent,5.0,
POLI,190B,"Humanity, Sovereignty, and War",5.0,"Prerequisite(s): two of the following: POLI 103, POLI 105A, POLI 105B, POLI 105C, POLI 105D, POLI 107, POLI 109, or POLI 115. Enrollment restricted to senior politics and Latin American and Latino studies/politics combined majors."
POLI,190C,Postcolonial Visions of Liberation,5.0,Enrollment is restricted to senior politics and politics/Latin American and Latino studies combined majors.
POLI,190D,Early Anarchist and Socialist Thought,5.0,"Prerequisite(s): two of the following: POLI 103, POLI 105A, POLI 105B, POLI 105C, POLI 105D, POLI 109, or POLI 115; or by permission of instructor. Enrollment is restricted to senior politics majors."
POLI,190E,Transitions,5.0,Enrollment is restricted to senior politics and Latin America and Latino studies/politics combined majors.
POLI,190F,Topics in Urban Governance,5.0,Enrollment is restricted to senior politics and Latin American and Latino studies/politics combined majors.
POLI,190G,Issues in International Law,5.0,"Enrollment is restricted to senior legal studies, politics, and Latin American and Latino studies/politics combined majors."
POLI,190H,The Substance of Democracy,5.0,Enrollment is restricted to senior politics and combined politics/Latin American and Latino studies majors.
POLI,190J,Politics and Inequality,5.0,Enrollment is restricted to senior politics and Latin American and Latino studies/politics combined majors.
POLI,190L,Poverty Politics,5.0,Enrollment is restricted to senior politics and Latin American and Latino studies/politics combined majors.
POLI,190M,Politics in American States,5.0,"Prerequisite(s): One of the following: POLI 20, POLI 21, POLI 120A, POLI 120B, POLI 120C, POLI 122, POLI 124, POLI 127, POLI 128, or POLI 132; or by permission of instructor. Enrollment is restricted to senior politics and combined politics/Latin America and Latino studies majors."
POLI,190N,Problems and Solutions in U.S. Politics,5.0,Enrollment is restricted to senior politics and Latin American and Latino studies/politics combined majors.
POLI,190O,Constitutional Meanings and Movements,5.0,
POLI,190P,Race: History of a Concept,5.0,Enrollment is restricted to senior politics and Latin American and Latino studies/politics combined majors.
POLI,190Q,Theorizing Modernity,5.0,"Prerequisite(s): any two of the following courses: POLI 105A, POLI 105B, POLI 105C, POLI 105D. Enrollment is restricted to senior politics and Latin American and Latino studies/politics combined majors during  first and second pass enrollment."
